Legacy_Name,glyph_name,ps_name,USV,Dir,DesignerOrder,fonts,base,Glyphsbase,above,below,center,ring,through,aboveLeft,MirrorGlyph,UnicodeVer,old name / comment,bcp47tags,OTLang,Feat,MarkGroup
,yehSmall-farsi,uni08C9,08C9,AL,2021,SHL,,,,,,,,,,14.0,,,,,
,yehabove-farsi,uni08CA,08CA,NSM,2022,SHL,,,,,,,,,,14.0,,,,,
,yehbarreeTwobelowabove-ar,uni08CB,08CB,NSM,2023,SHL,,,,,,,,,,14.0,,,,,
,sahabove-ar,uni08CC,08CC,NSM,2024,SHL,,,,,,,,,,14.0,,,,,
,zahabove-ar,uni08CD,08CD,NSM,2025,SHL,,,,,,,,,,14.0,,,,,
,largerounddotabove-ar,uni08CE,08CE,NSM,2026,SHL,,,,,,,,,,14.0,,,,,
,largerounddotbelow-ar,uni08CF,08CF,NSM,2027,SHL,,,,,,,,,,14.0,,,,,
,sukunbelow-ar,uni08D0,08D0,NSM,2028,SHL,,,,,,,,,,14.0,,,,,
,largecirclebelow-ar,uni08D1,08D1,NSM,2029,SHL,,,,,,,,,,14.0,,,,,
,largerounddotinsidecirclebelow-ar,uni08D2,08D2,NSM,2030,SHL,,,,,,,,,,14.0,,,,,
absZero,zero-ar,uni0660,0660,AN,2031,*,,,,,,,,,,,,,,,
absZeroMedium,zero-ar.medium,uni0660.medium,,AN,2032,SHL,,,,,,,,,,,,,,,
absZeroSmall,zero-ar.small,uni0660.small,,AN,2033,*,,,,,,,,,,,,,,,
,zero-ar.tnum,uni0660.tnum,,AN,2034,L,,,,,,,,,,,,,,tnum,
absOne,one-ar,uni0661,0661,AN,2035,*,,,,,,,,,,,,,,,
absOneMedium,one-ar.medium,uni0661.medium,,AN,2036,SHL,,,,,,,,,,,,,,,
absOneSmall,one-ar.small,uni0661.small,,AN,2037,*,,,,,,,,,,,,,,,
,one-ar.tnum,uni0661.tnum,,AN,2038,L,,,,,,,,,,,,,,tnum,
absTwo,two-ar,uni0662,0662,AN,2039,*,,,,,,,,,,,,,,,
absTwoMedium,two-ar.medium,uni0662.medium,,AN,2040,SHL,,,,,,,,,,,,,,,
absTwoSmall,two-ar.small,uni0662.small,,AN,2041,*,,,,,,,,,,,,,,,
,two-ar.tnum,uni0662.tnum,,AN,2042,L,,,,,,,,,,,,,,tnum,
absThree,three-ar,uni0663,0663,AN,2043,*,,,,,,,,,,,,,,,
absThreeMedium,three-ar.medium,uni0663.medium,,AN,2044,SHL,,,,,,,,,,,,,,,
absThreeSmall,three-ar.small,uni0663.small,,AN,2045,*,,,,,,,,,,,,,,,
,three-ar.tnum,uni0663.tnum,,AN,2046,L,,,,,,,,,,,,,,tnum,
absFour,four-ar,uni0664,0664,AN,2047,*,,,,,,,,,,,,,,,
absFourMedium,four-ar.medium,uni0664.medium,,AN,2048,SHL,,,,,,,,,,,,,,,
absFourSmall,four-ar.small,uni0664.small,,AN,2049,*,,,,,,,,,,,,,,,
,four-ar.tnum,uni0664.tnum,,AN,2050,L,,,,,,,,,,,,,,tnum,
absFive,five-ar,uni0665,0665,AN,2051,*,,,,,,,,,,,,,,,
absFiveMedium,five-ar.medium,uni0665.medium,,AN,2052,SHL,,,,,,,,,,,,,,,
absFiveSmall,five-ar.small,uni0665.small,,AN,2053,*,,,,,,,,,,,,,,,
,five-ar.tnum,uni0665.tnum,,AN,2054,L,,,,,,,,,,,,,,tnum,
absSix,six-ar,uni0666,0666,AN,2055,*,,,,,,,,,,,,,,,
absSixMedium,six-ar.medium,uni0666.medium,,AN,2056,SHL,,,,,,,,,,,,,,,
absSixSmall,six-ar.small,uni0666.small,,AN,2057,*,,,,,,,,,,,,,,,
,six-ar.tnum,uni0666.tnum,,AN,2058,L,,,,,,,,,,,,,,tnum,
absSeven,seven-ar,uni0667,0667,AN,2059,*,,,,,,,,,,,,,,,
absSevenMedium,seven-ar.medium,uni0667.medium,,AN,2060,SHL,,,,,,,,,,,,,,,
absSevenSmall,seven-ar.small,uni0667.small,,AN,2061,*,,,,,,,,,,,,,,,
,seven-ar.tnum,uni0667.tnum,,AN,2062,L,,,,,,,,,,,,,,tnum,
absEight,eight-ar,uni0668,0668,AN,2063,*,,,,,,,,,,,,,,,
absEightMedium,eight-ar.medium,uni0668.medium,,AN,2064,SHL,,,,,,,,,,,,,,,
absEightSmall,eight-ar.small,uni0668.small,,AN,2065,*,,,,,,,,,,,,,,,
,eight-ar.tnum,uni0668.tnum,,AN,2066,L,,,,,,,,,,,,,,tnum,
absNine,nine-ar,uni0669,0669,AN,2067,*,,,,,,,,,,,,,,,
absNineMedium,nine-ar.medium,uni0669.medium,,AN,2068,SHL,,,,,,,,,,,,,,,
absNineSmall,nine-ar.small,uni0669.small,,AN,2069,*,,,,,,,,,,,,,,,
,nine-ar.tnum,uni0669.tnum,,AN,2070,L,,,,,,,,,,,,,,tnum,
absEasternZero,zero-persian,uni06F0,06F0,EN,2071,SHL,,,,,,,,,,,,,,,
absEasternZeroMedium,zero-persian.medium,uni06F0.medium,,EN,2072,SHL,,,,,,,,,,,,,,,
absEasternZeroSmall,zero-persian.small,uni06F0.small,,EN,2073,SHL,,,,,,,,,,,,,,,
,zero-persian.tnum,uni06F0.tnum,,EN,2074,L,,,,,,,,,,,,,,tnum,
absEasternOne,one-persian,uni06F1,06F1,EN,2075,SHL,,,,,,,,,,,,,,,
absEasternOneMedium,one-persian.medium,uni06F1.medium,,EN,2076,SHL,,,,,,,,,,,,,,,
absEasternOneSmall,one-persian.small,uni06F1.small,,EN,2077,SHL,,,,,,,,,,,,,,,
,one-persian.tnum,uni06F1.tnum,,EN,2078,L,,,,,,,,,,,,,,tnum,
absEasternTwo,two-persian,uni06F2,06F2,EN,2079,SHL,,,,,,,,,,,,,,,
absEasternTwoMedium,two-persian.medium,uni06F2.medium,,EN,2080,SHL,,,,,,,,,,,,,,,
absEasternTwoSmall,two-persian.small,uni06F2.small,,EN,2081,SHL,,,,,,,,,,,,,,,
,two-persian.tnum,uni06F2.tnum,,EN,2082,L,,,,,,,,,,,,,,tnum,
absEasternThree,three-persian,uni06F3,06F3,EN,2083,SHL,,,,,,,,,,,,,,,
absEasternThreeMedium,three-persian.medium,uni06F3.medium,,EN,2084,SHL,,,,,,,,,,,,,,,
absEasternThreeSmall,three-persian.small,uni06F3.small,,EN,2085,SHL,,,,,,,,,,,,,,,
,three-persian.tnum,uni06F3.tnum,,EN,2086,L,,,,,,,,,,,,,,tnum,
absEasternFour,four-persian,uni06F4,06F4,EN,2087,SHL,,,,,,,,,,,,,,,
absEasternFourMedium,four-persian.medium,uni06F4.medium,,EN,2088,SHL,,,,,,,,,,,,,,,
absEasternFourSmall,four-persian.small,uni06F4.small,,EN,2089,SHL,,,,,,,,,,,,,,,
,four-persian.tnum,uni06F4.tnum,,EN,2090,L,,,,,,,,,,,,,,tnum,
absEasternFour.urdu,four-persian.urdu,uni06F4.urdu,,EN,2091,SHL,,,,,,,,,,,Urdu,ur,URD,cv82=2,
absEasternFourMedium.urdu,four-persian.urdu.medium,uni06F4.urdu.medium,,EN,2092,SHL,,,,,,,,,,,Urdu,ur,URD,,
absEasternFourSmall.urdu,four-persian.urdu.small,uni06F4.urdu.small,,EN,2093,SHL,,,,,,,,,,,Urdu,ur,URD,,
,four-persian.urdu.tnum,uni06F4.urdu.tnum,,EN,2094,L,,,,,,,,,,,,,,tnum,
absEasternFour.roh,four-persian.roh,uni06F4.roh,,EN,2095,SHL,absFour,four-ar,,,,,,,,,Rohingya,rhg,,cv82=4,
absEasternFourMedium.roh,four-persian.roh.medium,uni06F4.roh.medium,,EN,2096,SHL,absFourMedium,four-ar.medium,,,,,,,,,Rohingya,rhg,,,
absEasternFourSmall.roh,four-persian.roh.small,uni06F4.roh.small,,EN,2097,SHL,absFourSmall,four-ar.small,,,,,,,,,Rohingya,rhg,,,
,four-persian.roh.tnum,uni06F4.roh.tnum,,EN,2098,L,,,,,,,,,,,,,,tnum,
absEasternFive,five-persian,uni06F5,06F5,EN,2099,SHL,,,,,,,,,,,,,,,
absEasternFiveMedium,five-persian.medium,uni06F5.medium,,EN,2100,SHL,,,,,,,,,,,,,,,
absEasternFiveSmall,five-persian.small,uni06F5.small,,EN,2101,SHL,,,,,,,,,,,,,,,
,five-persian.tnum,uni06F5.tnum,,EN,2102,L,,,,,,,,,,,,,,tnum,
absEasternSix,six-persian,uni06F6,06F6,EN,2103,SHL,,,,,,,,,,,,,,,
absEasternSixMedium,six-persian.medium,uni06F6.medium,,EN,2104,SHL,,,,,,,,,,,,,,,
absEasternSixSmall,six-persian.small,uni06F6.small,,EN,2105,SHL,,,,,,,,,,,,,,,
,six-persian.tnum,uni06F6.tnum,,EN,2106,L,,,,,,,,,,,,,,tnum,
absEasternSix.urdu,six-persian.urdu,uni06F6.urdu,,EN,2107,SHL,,,,,,,,,,,"Sindhi, Urdu, Rohingya","sd,ur,rhg","SND,URD","cv82=1,2,4",
absEasternSixMedium.urdu,six-persian.urdu.medium,uni06F6.urdu.medium,,EN,2108,SHL,,,,,,,,,,,"Sindhi, Urdu","sd,ur,rhg","SND,URD",,
absEasternSixSmall.urdu,six-persian.urdu.small,uni06F6.urdu.small,,EN,2109,SHL,,,,,,,,,,,"Sindhi, Urdu","sd,ur,rhg","SND,URD",,
,six-persian.urdu.tnum,uni06F6.urdu.tnum,,EN,2110,L,,,,,,,,,,,,,,tnum,
absEasternSeven,seven-persian,uni06F7,06F7,EN,2111,SHL,,,,,,,,,,,,,,,
absEasternSevenMedium,seven-persian.medium,uni06F7.medium,,EN,2112,SHL,,,,,,,,,,,,,,,
absEasternSevenSmall,seven-persian.small,uni06F7.small,,EN,2113,SHL,,,,,,,,,,,,,,,
,seven-persian.tnum,uni06F7.tnum,,EN,2114,L,,,,,,,,,,,,,,tnum,
absEasternSeven.urdu,seven-persian.urdu,uni06F7.urdu,,EN,2115,SHL,,,,,,,,,,,"Sindhi, Urdu, Rohingya","sd,ur,rhg","SND,URD","cv82=1,2,4",
absEasternSevenMedium.urdu,seven-persian.urdu.medium,uni06F7.urdu.medium,,EN,2116,SHL,,,,,,,,,,,"Sindhi, Urdu","sd,ur,rhg","SND,URD",,
absEasternSevenSmall.urdu,seven-persian.urdu.small,uni06F7.urdu.small,,EN,2117,SHL,,,,,,,,,,,"Sindhi, Urdu","sd,ur,rhg","SND,URD",,
,seven-persian.urdu.tnum,uni06F7.urdu.tnum,,EN,2118,L,,,,,,,,,,,,,,tnum,
absEasternEight,eight-persian,uni06F8,06F8,EN,2119,SHL,,,,,,,,,,,,,,,
absEasternEightMedium,eight-persian.medium,uni06F8.medium,,EN,2120,SHL,,,,,,,,,,,,,,,
absEasternEightSmall,eight-persian.small,uni06F8.small,,EN,2121,SHL,,,,,,,,,,,,,,,
,eight-persian.tnum,uni06F8.tnum,,EN,2122,L,,,,,,,,,,,,,,tnum,
absEasternNine,nine-persian,uni06F9,06F9,EN,2123,SHL,,,,,,,,,,,,,,,
absEasternNineMedium,nine-persian.medium,uni06F9.medium,,EN,2124,SHL,,,,,,,,,,,,,,,
absEasternNineSmall,nine-persian.small,uni06F9.small,,EN,2125,SHL,,,,,,,,,,,,,,,
,nine-persian.tnum,uni06F9.tnum,,EN,2126,L,,,,,,,,,,,,,,tnum,
absFullStop,fullstop-ar,uni06D4,06D4,AL,2127,SHL,,,,,,,,,,,,,,,
absComma,comma-ar,uni060C,060C,CS,2128,*,,,,,,,,,,,,,,,
absComma.downward,comma-ar.downward,uni060C.downward,,CS,2129,SHL,,,,,,,,,,,,,,cv84=1,
,commareversed,uni2E41,2E41,ON,2130,SHL,,uni060C.downward,,,,,,,,,,,,,
absSemicolon,semicolon-ar,uni061B,061B,AL,2131,*,,,,,,,,,,,,,,,
absSemicolon.downward,semicolon-ar.downward,uni061B.downward,,AL,2132,SHL,,,,,,,,,,,,,,cv84=1,
,reversedsemicolon,uni204F,204F,ON,2133,SHL,,semicolon-ar.downward,,,,,,,,,,,,,
arabicLetterMark,mark-ar,uni061C,061C,AL,2134,*,,,,,,,,,,6.3,,,,# invs,
absQuestionMark,question-ar,uni061F,061F,AL,2135,*,,,,,,,,,,,,,,,
absPercentSign,percent-ar,uni066A,066A,ET,2136,*,,,,,,,,,,,,,,,
absNumberSign,number-ar,uni0600,0600,AN,2137,SHLMR,,,,,,,,,,mod,,,,,
absNumberSign.2,number-ar.2,uni0600.2,,AN,2138,SHLMR,,,,,,,,,,,moved,,,,
absNumberSign.3,number-ar.3,uni0600.3,,AN,2139,SHLMR,,,,,,,,,,,moved,,,,
absDecimalSeparator,decimalseparator-ar,uni066B,066B,AN,2140,*,,,,,,,,,,,,,,,
,decimalseparator-ar.slash,uni066B.slash,,AN,2141,SHL,,,,,,,,,,,,,,cv85=1,
,decimalseparator-ar.comma,uni066B.comma,,AN,2142,-,,,,,,,,,,,,,,cv85=2,
absThousandsSeparator,thousandseparator-ar,uni066C,066C,AN,2143,*,,,,,,,,,,,,,,,
,thousandseparator-ar.baseline,uni066C.baseline,,AN,2144,-,,,,,,,,,,,,,,cv86=1,
,thousandseparator-ar.upward,uni066C.upward,,AN,2145,-,,,,,,,,,,,,,,cv86=2,
absFivePointedStar,asterisk-ar,uni066D,066D,AL,2146,*,,,,,,,,,,,,,,,
ornateLeftParen,parenleft-ar,uniFD3E,FD3E,ON,2147,*,,,,,,,,,,,,,,,
ornateRightParen,parenright-ar,uniFD3F,FD3F,ON,2148,*,,,,,,,,,,,,,,,
absYearSign,year-ar,uni0601,0601,AN,2149,SHL,,,,,,,,,,mod,,,,,
absYearSign.2,year-ar.2,uni0601.2,,AN,2150,SHL,,,,,,,,,,,moved,,,,
absYearSign.3,year-ar.3,uni0601.3,,AN,2151,SHL,,,,,,,,,,,moved,,,,
absYearSign.4,year-ar.4,uni0601.4,,AN,2152,SHL,,,,,,,,,,,moved,,,,
absFootnoteSign,footnotemarker-ar,uni0602,0602,AN,2153,SHL,,,,,,,,,,mod,,,,,
absFootnoteSign.2,footnotemarker-ar.2,uni0602.2,,AN,2154,SHL,,,,,,,,,,,moved,,,,
absPageSign,pagenumber-ar,uni0603,0603,AN,2155,SHL,,,,,,,,,,mod,,,,,
absPageSign.2,pagenumber-ar.2,uni0603.2,,AN,2156,SHL,,,,,,,,,,,moved,,,,
absPageSign.3,pagenumber-ar.3,uni0603.3,,AN,2157,SHL,,,,,,,,,,,moved,,,,
absPageSign.4,pagenumber-ar.4,uni0603.4,,AN,2158,SHL,,,,,,,,,,,,,,,
absSamvatSign,samvat-ar,uni0604,0604,AN,2159,SHL,,,,,,,,,,6.1,,,,,
absSamvatSign.2,samvat-ar.2,uni0604.2,,AN,2160,SHL,,,,,,,,,,6.1,,,,,
absSamvatSign.3,samvat-ar.3,uni0604.3,,AN,2161,SHL,,,,,,,,,,6.1,,,,,
absSamvatSign.4,samvat-ar.4,uni0604.4,,AN,2162,SHL,,,,,,,,,,6.1,,,,,
absNumberSignAbove,numbermark-ar,uni0605,0605,AN,2163,SHL,,,,,,,,,,7.0,,,,,
absNumberSignAbove.2,numbermark-ar.2,uni0605.2,,AN,2164,SHL,,,,,,,,,,7.0,,,,,
absNumberSignAbove.3,numbermark-ar.3,uni0605.3,,AN,2165,SHL,,,,,,,,,,7.0,,,,,
absNumberSignAbove.4,numbermark-ar.4,uni0605.4,,AN,2166,SHL,,,,,,,,,,7.0,,,,,
,poundmarkabove-ar,uni0890,0890,AN,2167,SHL,,,,,,,,,,14.0,examples in proposal show up to 3 digits,,,,
,poundmarkabove-ar.2,uni0890.2,,AN,2168,SHL,,,,,,,,,,14.0,,,,,
,poundmarkabove-ar.3,uni0890.3,,AN,2169,SHL,,,,,,,,,,14.0,,,,,
,poundmarkabove-ar.4,uni0890.4,,AN,2170,SHL,,,,,,,,,,14.0,,,,,
,piastremarkabove-ar,uni0891,0891,AN,2171,SHL,,,,,,,,,,14.0,examples in proposal show up to 3 digits,,,,
,piastremarkabove-ar.2,uni0891.2,,AN,2172,SHL,,,,,,,,,,14.0,,,,,
,piastremarkabove-ar.3,uni0891.3,,AN,2173,SHL,,,,,,,,,,14.0,,,,,
,piastremarkabove-ar.4,uni0891.4,,AN,2174,SHL,,,,,,,,,,14.0,,,,,
absCubeRoot,cuberoot-ar,uni0606,0606,ON,2175,SHL,,,,,,,,,,5.1,,,,,
absFourthRoot,fourthroot-ar,uni0607,0607,ON,2176,SHL,,,,,,,,,,5.1,,,,,
absRay,ray-ar,uni0608,0608,AL,2177,SHL,,,,,,,,,,5.1,,,,,
absPerMilleSign,perthousand-ar,uni0609,0609,ET,2178,SHL,,,,,,,,,,5.1,,,,,
absPerTenThousandSign,pertenthousand-ar,uni060A,060A,ET,2179,SHL,,,,,,,,,,5.1,,,,,
absAfghaniSign,afghani-ar,uni060B,060B,AL,2180,SHL,,,,,,,,,,,,,,,
absDateSeparator,dateseparator-ar,uni060D,060D,AL,2181,SHL,,,,,,,,,,,,,,,
absVerseSign,verseComma-ar,uni060E,060E,ON,2182,SHL,,,,,,,,,,,,,,,
absMisraSign,misraComma-ar,uni060F,060F,ON,2183,SHL,,,,,,,,,,,,,,,
absSignSindhiAmpersand,sindhiampersand-ar,uni06FD,06FD,AL,2184,SHL,absHamza,hamza-ar,,_lines,,,,,,,,,,,
absSignSindhiPostpositionMen,sindhipostpositionmen-ar,uni06FE,06FE,AL,2185,SHL,absMeem.sindhi,meem-ar.sindhi,,_lines,,,,,,,,,,,
,doubleverticalbarbelow-ar,u10EFA,10EFA,NSM,2186,SHL,,_lines,,,,,,,,17.0,,,,,
,biblicalendofverse-ar,u10ED0,10ED0,ON,2187,SHL,,,,,,,,,,17.0,,,,,
absEndOfAyah,endofayah-ar,uni06DD,06DD,AN,2188,*,,,,,,,,,,mod,,,,,
absEndOfAyah.2,endofayah-ar.2,uni06DD.2,,AN,2189,SHL,,,,,,,,,,,moved,,,,
absEndOfAyah.3,endofayah-ar.3,uni06DD.3,,AN,2190,SHL,,,,,,,,,,,moved,,,,
absEndOfAyah.alt,endofayah-ar.alt,uni06DD.alt,,AN,2191,SHL,,,,,,,,,,mod,,,,cv80=1,
absEndOfAyah.altB,endofayah-ar.altB,uni06DD.altB,,AN,2192,SHL,,,,,,,,,,mod,,,,cv80=2,
absEndOfAyah.alt.2,endofayah-ar.alt.2,uni06DD.alt.2,,AN,2193,SHL,,,,,,,,,,,moved,,,,
absEndOfAyah.alt.3,endofayah-ar.alt.3,uni06DD.alt.3,,AN,2194,SHL,,,,,,,,,,,moved,,,,
absEndOfAyah.altB.2,endofayah-ar.altB.2,uni06DD.altB.2,,AN,2195,SHL,,,,,,,,,,,,,,,
absEndOfAyah.altB.3,endofayah-ar.altB.3,uni06DD.altB.3,,AN,2196,SHL,,,,,,,,,,,,,,,
,endofayah-ar.2,uni06DD.2,,AN,2197,MR,,,,,,,,,,,,,,,
,endofayah-ar.3,uni06DD.3,,AN,2198,MR,,,,,,,,,,,,,,,
,endofayah-ar.ss02,uni06DD.ss02,,AN,2199,MR,,,,,,,,,,,,,,ss02,
,endofayah-ar.2.ss02,uni06DD.2.ss02,,AN,2200,MR,,,,,,,,,,,,,,ss02,
,endofayah-ar.3.ss02,uni06DD.3.ss02,,AN,2201,MR,,,,,,,,,,,,,,ss02,
,endofayah-ar.ss03,uni06DD.ss03,,AN,2202,MR,,,,,,,,,,,,,,ss03,
,endofayah-ar.2.ss03,uni06DD.2.ss03,,AN,2203,MR,,,,,,,,,,,,,,ss03,
,endofayah-ar.3.ss03,uni06DD.3.ss03,,AN,2204,MR,,,,,,,,,,,,,,ss03,
absEndOfAyahDisputed,disputedendofayah-ar,uni08E2,08E2,AN,2205,SHL,,,,,,,,,,9.0,,,,,
,disputedendofayah-ar.2,uni08E2.2,,AN,2206,SHL,,,,,,,,,,9.0,,,,,
,disputedendofayah-ar.3,uni08E2.3,,AN,2207,SHL,,,,,,,,,,9.0,,,,,
absLigatureAllah,allah-ar,uniFDF2,FDF2,AL,2208,*,,,,,,,,,,,,,,,
absLigatureAllah.alt,allah-ar.alt,uniFDF2.alt,,AL,2209,H,,,,,,,,,,,,,,,
absAlef.allah,alef-ar.allah,uni0627.allah,,AL,2210,SHLMR,,,,,,,,,,,,,,,
absAlefFin.allah,alef-ar.fina.allah,uni0627.fina.allah,,AL,2211,SHLMR,,,,,,,,,,,,,,,
,alefWasla-ar.allah,uni0671.allah,,AL,2212,SHL,,,,,,,,,,,,,,,
,alefWasla-ar.fina.allah,uni0671.fina.allah,,AL,2213,SHL,,,,,,,,,,,,,,,
,alefMadda-ar.allah,uni0622.allah,,AL,2214,MR,,,,,,,,,,,Not needed in SHL b/c of decomposition logic,,,,
,alefMadda-ar.fina.allah,uni0622.fina.allah,,AL,2215,MR,,,,,,,,,,,Not needed in SHL b/c of decomposition logic,,,,
,alefHamzaabove-ar.allah,uni0623.allah,,AL,2216,MR,,,,,,,,,,,Not needed in SHL b/c of decomposition logic,,,,
,alefHamzaabove-ar.fina.allah,uni0623.fina.allah,,AL,2217,MR,,,,,,,,,,,Not needed in SHL b/c of decomposition logic,,,,
absLamIni.allah1,lam-ar.init.allah1,uni0644.init.allah1,,AL,2218,SHLMR,,,,,,,,,,,,,,,
absLamMed.allah1,lam-ar.medi.allah1,uni0644.medi.allah1,,AL,2219,SHLMR,,,,,,,,,,,,,,,
absLamMed.allah2,lam-ar.medi.allah2,uni0644.medi.allah2,,AL,2220,SHLMR,,,,,,,,,,,,,,,
absShadda.allah,shadda-ar.allah,uni0651.allah,,AL,2221,-,,,,,,,,,,,,,,,
absSuperscriptAlef.allah,alefabove-ar.allah,uni0670.allah,,AL,2222,-,,,,,,,,,,,,,,,
absFatha.allah,fatha-ar.allah,uni064E.allah,,AL,2223,-,,,,,,,,,,,,,,,
absHehFin.allah,heh-ar.fina.allah,uni0647.fina.allah,,AL,2224,SHLMR,,,,,,,,,,,,,,,
absHehGoalFin.allah,hehgoal-ar.fina.allah,uni06C1.fina.allah,,AL,2225,SHL,,,,,,,,,,,,,,,
,akbar-ar,uniFDF3,FDF3,AL,2226,-,,,,,,,,,,,,,,,
,mohammad-ar,uniFDF4,FDF4,AL,2227,-,,,,,,,,,,,,,,,
,salam-ar,uniFDF5,FDF5,AL,2228,-,,,,,,,,,,,,,,,
,rasoul-ar,uniFDF6,FDF6,AL,2229,-,,,,,,,,,,,,,,,
,alayhe-ar,uniFDF7,FDF7,AL,2230,-,,,,,,,,,,,,,,,
,wasallam-ar,uniFDF8,FDF8,AL,2231,-,,,,,,,,,,,,,,,
,salla-ar,uniFDF9,FDF9,AL,2232,-,,,,,,,,,,,,,,,
,allahlong-ar,uniFDFA,FDFA,AL,2233,SL,,,,,,,,,,,,,,,
,allahlong-ar.smpl,uniFDFA.smpl,,AL,2234,S,,,,,,,,,,,,,,cv81=1,
,jallajalalouhou-ar,uniFDFB,FDFB,AL,2235,SL,,,,,,,,,,,,,,,
,jallajalalouhou-ar.smpl,uniFDFB.smpl,,AL,2236,S,,,,,,,,,,,,,,cv81=1,
,jallaWaAlaa-ar,uniFBC3,FBC3,ON,2237,-,,,,,,,,,,17.0,,,,,
absRialSign,rial,uniFDFC,FDFC,AL,2238,SHL,,,,,,,,,,,,,,,
,bismillah-ar,uniFDFD,FDFD,ON,2239,SHLMR,,,,,,,,,,,,,,,
,bismillah-ar.smpl,uniFDFD.smpl,,ON,2240,S,,,,,,,,,,,,,,cv81=1,
,salaamuhuAlaynaa-ar,uniFDCF,FDCF,ON,2241,SL,,,,,,,,,,14.0,E002,,,,
,salaamuhuAlaynaa-ar.smpl,uniFDCF.smpl,,ON,2242,S,,,,,,,,,,14.0,,,,cv81=1,
,alayhiAsSalaam-ar,uniFD47,FD47,ON,2243,SL,,,,,,,,,,14.0,E003,,,,
,alayhiAsSalaam-ar.smpl,uniFD47.smpl,,ON,2244,S,,,,,,,,,,14.0,,,,cv81=1,
,alayhiArRahmah-ar,uniFBD2,FBD2,ON,2245,-,,,,,,,,,,17.0,,,,,
,alayhimAsSalaam-ar,uniFD48,FD48,ON,2246,SL,,,,,,,,,,14.0,E004,,,,
,alayhimAsSalaam-ar.smpl,uniFD48.smpl,,ON,2247,S,,,,,,,,,,14.0,,,,cv81=1,
,alayhaaAsSalaam-ar,uniFD4D,FD4D,ON,2248,SL,,,,,,,,,,14.0,E005,,,,
,alayhaaAsSalaam-ar.smpl,uniFD4D.smpl,,ON,2249,S,,,,,,,,,,14.0,,,,cv81=1,
,alayhaaAsSalaatuWasSalaam-ar,u10ED1,10ED1,ON,2250,-,,,,,,,,,,17.0,,,,,
,ajjalAllaahuFarajahuAshShareef-ar,uniFBD1,FBD1,ON,2251,-,,,,,,,,,,17.0,,,,,
,ajjalAllaahuTaaalaaFarajahuAshShareef-ar,uniFDCD,FDCD,ON,2252,-,,,,,,,,,,17.0,,,,,
,rahimahuAllaah-ar,uniFD40, FD40,ON,2253,SL,,,,,,,,,,14.0,E006,,,,
,rahimahuAllaah-ar.smpl,uniFD40.smpl,,ON,2254,S,,,,,,,,,,14.0,,,,cv81=1,
,rahimahuAllaahTaaalaa-ar,uniFDC8,FDC8,ON,2255,-,,,,,,,,,,17.0,,,,,
,rahimahumAllaahuTaaalaa-ar,uniFBC8,FBC8,ON,2256,-,,,,,,,,,,17.0,,,,,
,rahimahumaaAllaah-ar,uniFBC9,FBC9,ON,2257,-,,,,,,,,,,17.0,,,,,
,rahimahumaaAllaahuTaaalaa-ar,uniFBCA,FBCA,ON,2258,-,,,,,,,,,,17.0,,,,,
,rahimahumAllaah-ar,uniFD4F,FD4F,ON,2259,SL,,,,,,,,,,14.0,E014,,,,
,rahimahumAllaah-ar.smpl,uniFD4F.smpl,,ON,2260,S,,,,,,,,,,14.0,,,,cv81=1,
,rahmatuAllaahiAlayh-ar,uniFD90,FD90,ON,2261,SL,,,,,,,,,,17.0,,,,,
,rahmatuAllaahiAlayh-ar.smpl,uniFD90.smpl,,ON,2262,S,,,,,,,,,,17.0,,,,cv81=1,
,rahmatuAllaahiAlayhaa-ar,uniFD91,FD91,ON,2263,SL,,,,,,,,,,17.0,,,,,
,rahmatuAllaahiAlayhaa-ar.smpl,uniFD91.smpl,,ON,2264,S,,,,,,,,,,17.0,,,,cv81=1,
,rahmatuAllaahiAlayhim-ar,uniFBC6,FBC6,ON,2265,SL,,,,,,,,,,17.0,,,,,
,rahmatuAllaahiAlayhim-ar.smpl,uniFBC6.smpl,,ON,2266,S,,,,,,,,,,17.0,,,,cv81=1,
,rahmatuAllaahiAlayhimaa-ar,uniFBC7,FBC7,ON,2267,SL,,,,,,,,,,17.0,,,,,
,rahmatuAllaahiAlayhimaa-ar.smpl,uniFBC7.smpl,,ON,2268,S,,,,,,,,,,17.0,,,,cv81=1,
,rahmatuAllaahiTaaalaaAlayh-ar,uniFBC5,FBC5,ON,2269,-,,,,,,,,,,17.0,,,,,
,daamatBarakaatuhum-ar,uniFBC4,FBC4,ON,2270,-,,,,,,,,,,17.0,,,,,
,hafizahuAllaah-ar,uniFBCC,FBCC,ON,2271,-,,,,,,,,,,17.0,,,,,
,hafizahuAllaahuTaaalaa-ar,uniFBCD,FBCD,ON,2272,-,,,,,,,,,,17.0,,,,,
,hafizahumaaAllaahuTaaalaa-ar,uniFBCF,FBCF,ON,2273,-,,,,,,,,,,17.0,,,,,
,hafizahumAllaahuTaaalaa-ar,uniFBCE,FBCE,ON,2274,-,,,,,,,,,,17.0,,,,,
,karramaAllaahuWajhah-ar,uniFDCE,FDCE,ON,2275,-,,,,,,,,,,17.0,,,,,
,nawwaraAllaahuMarqadah-ar,u10ED8,10ED8,ON,2276,-,,,,,,,,,,17.0,,,,,
,radiAllaahuAnh-ar,uniFD41, FD41,ON,2277,SL,,,,,,,,,,14.0,E007,,,,
