Legacy_Name	glyph_name	ps_name	USV	Dir	DesignerOrder	fonts	base	Glyphsbase	above	below	center	ring	through	aboveLeft	MirrorGlyph	UnicodeVer	old name / commet	bcp47tags	OTLang	Feat	MarkGroup
absFehThreeDotsUpwardBelowFin	fehThreedotsupbelow-ar.fina	uni0761.fina		AL	760	-	absDotlessFehFin	fehDotless-ar.fina		_dot3u											
absFehThreeDotsUpBelowMed	fehThreedotsupbelow-ar.medi	uni0761.medi		AL	761	SHL	absDotlessFehMed	fehDotless-ar.medi		_dot3u											
absFehThreeDotsUpwardBelowMed	fehThreedotsupbelow-ar.medi	uni0761.medi		AL	762	-	absDotlessFehMed	fehDotless-ar.medi		_dot3u											
absFehThreeDotsUpBelowIni	fehThreedotsupbelow-ar.init	uni0761.init		AL	763	SHL	absDotlessFehIni	fehDotless-ar.init		_dot3u											
absFehThreeDotsUpwardBelowIni	fehThreedotsupbelow-ar.init	uni0761.init		AL	764	-	absDotlessFehIni	fehDotless-ar.init		_dot3u											
absFehDotBelowThreeDotsAbove	fehDotbelowThreedotsabove-ar	uni08A4	08A4	AL	765	SH	absDotlessFeh	fehDotless-ar	_dot3u	_dot1						6.1					
absFehDotBelowThreeDotsAboveFin	fehDotbelowThreedotsabove-ar.fina	uni08A4.fina		AL	766	SH	absDotlessFehFin	fehDotless-ar.fina	_dot3u	_dot1						6.1					
absFehDotBelowThreeDotsAboveMed	fehDotbelowThreedotsabove-ar.medi	uni08A4.medi		AL	767	SH	absDotlessFehMed	fehDotless-ar.medi	_dot3u	_dot1						6.1					
absFehDotBelowThreeDotsAboveIni	fehDotbelowThreedotsabove-ar.init	uni08A4.init		AL	768	SH	absDotlessFehIni	fehDotless-ar.init	_dot3u	_dot1						6.1					
absAfricanFeh	fehAfrican-ar	uni08BB	08BB	AL	769	SHM	absDotlessFeh	fehDotless-ar								9.0					
absAfricanFehFin	fehAfrican-ar.fina	uni08BB.fina		AL	770	SHM	absDotlessFehFin	fehDotless-ar.fina								9.0					
absAfricanFehMed	fehAfrican-ar.medi	uni08BB.medi		AL	771	SHM	absDotlessFehMed	fehDotless-ar.medi		_dot1						9.0					
absAfricanFehIni	fehAfrican-ar.init	uni08BB.init		AL	772	SHM	absDotlessFehIni	fehDotless-ar.init		_dot1						9.0					
absQafNoDots	qafDotless-ar	uni066F	066F	AL	773	*															
absQafNoDotsFin	qafDotless-ar.fina	uni066F.fina		AL	774	*															
absQafNoDotsMed	qafDotless-ar.medi	uni066F.medi		AL	775	*	absDotlessFehMed	fehDotless-ar.medi													
absQafNoDotsIni	qafDotless-ar.init	uni066F.init		AL	776	*	absDotlessFehIni	fehDotless-ar.init													
absQaf	qaf-ar	uni0642	0642	AL	777	SHLM	absQafNoDots	qafDotless-ar	_dot2h												
absQafFin	qaf-ar.fina	uni0642.fina		AL	778	SHLM	absQafNoDotsFin	qafDotless-ar.fina	_dot2h												
absQafMed	qaf-ar.medi	uni0642.medi		AL	779	SHLM	absDotlessFehMed	fehDotless-ar.medi	_dot2h												
absQafIni	qaf-ar.init	uni0642.init		AL	780	SHLM	absDotlessFehIni	fehDotless-ar.init	_dot2h												
absQafDotAbove	qafDotabove-ar	uni06A7	06A7	AL	781	SHLM	absQafNoDots	qafDotless-ar	_dot1												
absQafDotAboveFin	qafDotabove-ar.fina	uni06A7.fina		AL	782	SHLM	absQafNoDotsFin	qafDotless-ar.fina	_dot1												
absQafDotAboveMed	qafDotabove-ar.medi	uni06A7.medi		AL	783	SHLM	absDotlessFehMed	fehDotless-ar.medi	_dot1												
absQafDotAboveIni	qafDotabove-ar.init	uni06A7.init		AL	784	SHLM	absDotlessFehIni	fehDotless-ar.init	_dot1												
absQafThreeDotsAbove	qafThreedotsabove-ar	uni06A8	06A8	AL	785	SHLM	absQafNoDots	qafDotless-ar	_dot3u												
absQafThreeDotsAboveFin	qafThreedotsabove-ar.fina	uni06A8.fina		AL	786	SHLM	absQafNoDotsFin	qafDotless-ar.fina	_dot3u												
absQafThreeDotsAboveMed	qafThreedotsabove-ar.medi	uni06A8.medi		AL	787	SHLM	absDotlessFehMed	fehDotless-ar.medi	_dot3u												
absQafThreeDotsAboveIni	qafThreedotsabove-ar.init	uni06A8.init		AL	788	SHLM	absDotlessFehIni	fehDotless-ar.init	_dot3u												
absQafDotBelow	qafDotbelow-ar	uni08A5	08A5	AL	789	SH	absQafNoDots	qafDotless-ar	_dot2h	_dot1						6.1					
absQafDotBelowFin	qafDotbelow-ar.fina	uni08A5.fina		AL	790	SH	absQafNoDotsFin	qafDotless-ar.fina	_dot2h	_dot1						6.1					
absQafDotBelowMed	qafDotbelow-ar.medi	uni08A5.medi		AL	791	SH	absDotlessFehMed	fehDotless-ar.medi	_dot2h	_dot1						6.1					
absQafDotBelowIni	qafDotbelow-ar.init	uni08A5.init		AL	792	SH	absDotlessFehIni	fehDotless-ar.init	_dot2h	_dot1						6.1					
absAfricanQaf	qafAfrican-ar	uni08BC	08BC	AL	793	SHM	absQafNoDots	qafDotless-ar								9.0					
absAfricanQafFin	qafAfrican-ar.fina	uni08BC.fina		AL	794	SHM	absQafNoDotsFin	qafDotless-ar.fina								9.0					
absAfricanQafMed	qafAfrican-ar.medi	uni08BC.medi		AL	795	SHM	absDotlessFehMed	fehDotless-ar.medi	_dot1							9.0					
absAfricanQafIni	qafAfrican-ar.init	uni08BC.init		AL	796	SHM	absDotlessFehIni	fehDotless-ar.init	_dot1							9.0					
absKaf	kaf-ar	uni0643	0643	AL	797	*															
absKafFin	kaf-ar.fina	uni0643.fina		AL	798	*															
absKafMed	kaf-ar.medi	uni0643.medi		AL	799	*															
absKafIni	kaf-ar.init	uni0643.init		AL	800	*															
absKafDotBelow	kafDotbelow-ar	uni08B4	08B4	AL	801	SH	absKaf	kaf-ar		_dot1						8.0					
absKafDotBelowFin	kafDotbelow-ar.fina	uni08B4.fina		AL	802	SH	absKafFin	kaf-ar.fina		_dot1						8.0					
absKafDotBelowMed	kafDotbelow-ar.medi	uni08B4.medi		AL	803	SH	absKafMed	kaf-ar.medi		_dot1						8.0					
absKafDotBelowIni	kafDotbelow-ar.init	uni08B4.init		AL	804	SH	absKafIni	kaf-ar.init		_dot1						8.0					
absKeheh	keheh-ar	uni06A9	06A9	AL	805	*															
absKehehFin	keheh-ar.fina	uni06A9.fina		AL	806	*															
absKehehMed	keheh-ar.medi	uni06A9.medi		AL	807	*	absKafMed	kaf-ar.medi													
absKehehIni	keheh-ar.init	uni06A9.init		AL	808	*	absKafIni	kaf-ar.init													
absKehehTwoDotsAbove	kehehTwodotshorizontalabove-ar	uni063B	063B	AL	809	SH	absKeheh	keheh-ar	_dot2h							5.1					
absKehehTwoDotsAboveFin	kehehTwodotshorizontalabove-ar.fina	uni063B.fina		AL	810	SH	absKehehFin	keheh-ar.fina	_dot2h							5.1					
absKehehTwoDotsAboveMed	kehehTwodotshorizontalabove-ar.medi	uni063B.medi		AL	811	SH	absKafMed	kaf-ar.medi	_dot2h							5.1					
absKehehTwoDotsAboveIni	kehehTwodotshorizontalabove-ar.init	uni063B.init		AL	812	SH	absKafIni	kaf-ar.init	_dot2h							5.1					
absKehehThreeDotsBelow	kehehThreedotsbelow-ar	uni063C	063C	AL	813	SH	absKeheh	keheh-ar		_dot3d						5.1					
absKehehThreeDotsBelowFin	kehehThreedotsbelow-ar.fina	uni063C.fina		AL	814	SH	absKehehFin	keheh-ar.fina		_dot3d						5.1					
absKehehThreeDotsBelowMed	kehehThreedotsbelow-ar.medi	uni063C.medi		AL	815	SH	absKafMed	kaf-ar.medi		_dot3d						5.1					
absKehehThreeDotsBelowIni	kehehThreedotsbelow-ar.init	uni063C.init		AL	816	SH	absKafIni	kaf-ar.init		_dot3d						5.1					
absKehehDotAbove	kehehDotabove-ar	uni0762	0762	AL	817	SHL	absKeheh	keheh-ar	_dot1												
absKehehDotAboveFin	kehehDotabove-ar.fina	uni0762.fina		AL	818	SHL	absKehehFin	keheh-ar.fina	_dot1												
absKehehDotAboveMed	kehehDotabove-ar.medi	uni0762.medi		AL	819	SHL	absKafMed	kaf-ar.medi	_dot1												
absKehehDotAboveIni	kehehDotabove-ar.init	uni0762.init		AL	820	SHL	absKafIni	kaf-ar.init	_dot1												
absKehehThreeDotsAbove	kehehThreedotsabove-ar	uni0763	0763	AL	821	SHLM	absKeheh	keheh-ar	_dot3u												
absKehehThreeDotsAboveFin	kehehThreedotsabove-ar.fina	uni0763.fina		AL	822	SHLM	absKehehFin	keheh-ar.fina	_dot3u												
absKehehThreeDotsAboveMed	kehehThreedotsabove-ar.medi	uni0763.medi		AL	823	SHLM	absKafMed	kaf-ar.medi	_dot3u												
absKehehThreeDotsAboveIni	kehehThreedotsabove-ar.init	uni0763.init		AL	824	SHLM	absKafIni	kaf-ar.init	_dot3u												
absKehehThreeDotsUpBelow	kehehThreedotsupbelow-ar	uni0764	0764	AL	825	SHL	absKeheh	keheh-ar		_dot3u											
absKehehThreeDotsUpwardBelow	kehehThreedotsupbelow-ar	uni0764	0764	AL	826	-	absKeheh	keheh-ar		_dot3u											
absKehehThreeDotsUpBelowFin	kehehThreedotsupbelow-ar.fina	uni0764.fina		AL	827	SHL	absKehehFin	keheh-ar.fina		_dot3u											
absKehehThreeDotsUpwardBelowFin	kehehThreedotsupbelow-ar.fina	uni0764.fina		AL	828	-	absKehehFin	keheh-ar.fina		_dot3u											
absKehehThreeDotsUpBelowMed	kehehThreedotsupbelow-ar.medi	uni0764.medi		AL	829	SHL	absKafMed	kaf-ar.medi		_dot3u											
absKehehThreeDotsUpwardBelowMed	kehehThreedotsupbelow-ar.medi	uni0764.medi		AL	830	-	absKafMed	kaf-ar.medi		_dot3u											
absKehehThreeDotsUpBelowIni	kehehThreedotsupbelow-ar.init	uni0764.init		AL	831	SHL	absKafIni	kaf-ar.init		_dot3u											
absKehehThreeDotsUpwardBelowIni	kehehThreedotsupbelow-ar.init	uni0764.init		AL	832	-	absKafIni	kaf-ar.init		_dot3u											
absGaf	gaf-ar	uni06AF	06AF	AL	833	SHLM	absKeheh	keheh-ar	_gafBarShort												
absGafFin	gaf-ar.fina	uni06AF.fina		AL	834	SHLM	absKehehFin	keheh-ar.fina	_gafBar												
absGafMed	gaf-ar.medi	uni06AF.medi		AL	835	SHLM	absKafMed	kaf-ar.medi	_gafBar												
absGafIni	gaf-ar.init	uni06AF.init		AL	836	SHLM	absKafIni	kaf-ar.init	_gafBarShort												
absGafRing	gafRing-ar	uni06B0	06B0	AL	837	SHL	absKeheh	keheh-ar	_gafBarShort			_ring									
absGafRingFin	gafRing-ar.fina	uni06B0.fina		AL	838	SHL	absKehehFin	keheh-ar.fina	_gafBar			_ring									
absGafRingMed	gafRing-ar.medi	uni06B0.medi		AL	839	SHL	absKafMed	kaf-ar.medi	_gafBar			_ring									
absGafRingIni	gafRing-ar.init	uni06B0.init		AL	840	SHL	absKafIni	kaf-ar.init	_gafBarShort			_ring									
absGafThreeDotsAbove	gafThreedots-ar	uni06B4	06B4	AL	841	SHL	absKeheh	keheh-ar	_gafBarShort_dot3u												
absGafThreeDotsAboveFin	gafThreedots-ar.fina	uni06B4.fina		AL	842	SHL	absKehehFin	keheh-ar.fina	_gafBar_dot3u												
absGafThreeDotsAboveMed	gafThreedots-ar.medi	uni06B4.medi		AL	843	SHL	absKafMed	kaf-ar.medi	_gafBar_dot3u												
absGafThreeDotsAboveIni	gafThreedots-ar.init	uni06B4.init		AL	844	SHL	absKafIni	kaf-ar.init	_gafBarShort_dot3u												
absSwashKaf	kafswash-ar	uni06AA	06AA	AL	845	*															
absSwashKafFin	kafswash-ar.fina	uni06AA.fina		AL	846	*															
absSwashKafMed	kafswash-ar.medi	uni06AA.medi		AL	847	*															
absSwashKafIni	kafswash-ar.init	uni06AA.init		AL	848	*															
absKafRing	kafRing-ar	uni06AB	06AB	AL	849	SHL	absKeheh	keheh-ar				_ring									
absKafRingFin	kafRing-ar.fina	uni06AB.fina		AL	850	SHL	absKehehFin	keheh-ar.fina				_ring									
absKafRingMed	kafRing-ar.medi	uni06AB.medi		AL	851	SHL	absKafMed	kaf-ar.medi				_ring									
absKafRingIni	kafRing-ar.init	uni06AB.init		AL	852	SHL	absKafIni	kaf-ar.init				_ring									
absKafDotAbove	kafDotabove-ar	uni06AC	06AC	AL	853	SHL	absKaf	kaf-ar	_dot1												
absKafDotAboveFin	kafDotabove-ar.fina	uni06AC.fina		AL	854	SHL	absKafFin	kaf-ar.fina	_dot1												
absKafDotAboveMed	kafDotabove-ar.medi	uni06AC.medi		AL	855	SHL	absKafMed	kaf-ar.medi	_dot1												
absKafDotAboveIni	kafDotabove-ar.init	uni06AC.init		AL	856	SHL	absKafIni	kaf-ar.init	_dot1												
absKafTwoDotsAbove	kafTwodotshorizontalabove-ar	uni077F	077F	AL	857	SHL	absKaf	kaf-ar	_dot2h							5.1					
absKafTwoDotsAboveFin	kafTwodotshorizontalabove-ar.fina	uni077F.fina		AL	858	SHL	absKafFin	kaf-ar.fina	_dot2h							5.1					
absKafTwoDotsAboveMed	kafTwodotshorizontalabove-ar.medi	uni077F.medi		AL	859	SHL	absKafMed	kaf-ar.medi	_dot2h							5.1					
absKafTwoDotsAboveIni	kafTwodotshorizontalabove-ar.init	uni077F.init		AL	860	SHL	absKafIni	kaf-ar.init	_dot2h							5.1					
absKafThreeDotsBelow	kafThreedotsbelow-ar	uni06AE	06AE	AL	861	SHL	absKaf	kaf-ar		_dot3d											
absKafThreeDotsBelowFin	kafThreedotsbelow-ar.fina	uni06AE.fina		AL	862	SHL	absKafFin	kaf-ar.fina		_dot3d											
absKafThreeDotsBelowMed	kafThreedotsbelow-ar.medi	uni06AE.medi		AL	863	SHL	absKafMed	kaf-ar.medi		_dot3d											
absKafThreeDotsBelowIni	kafThreedotsbelow-ar.init	uni06AE.init		AL	864	SHL	absKafIni	kaf-ar.init		_dot3d											
absGafTwoDotsBelow	gafTwodotsbelow-ar	uni06B2	06B2	AL	865	SHL	absKeheh	keheh-ar	_gafBarShort	_dot2h											
absGafTwoDotsBelowFin	gafTwodotsbelow-ar.fina	uni06B2.fina		AL	866	SHL	absKehehFin	keheh-ar.fina	_gafBar	_dot2h											
absGafTwoDotsBelowMed	gafTwodotsbelow-ar.medi	uni06B2.medi		AL	867	SHL	absKafMed	kaf-ar.medi	_gafBar	_dot2h											
absGafTwoDotsBelowIni	gafTwodotsbelow-ar.init	uni06B2.init		AL	868	SHL	absKafIni	kaf-ar.init	_gafBarShort	_dot2h											
absGafInvertedStroke	gafInvertedstroke-ar	uni08B0	08B0	AL	869	SH	absKeheh	keheh-ar			_gafBarCenter					7.0					
absGafInvertedStrokeFin	gafInvertedstroke-ar.fina	uni08B0.fina		AL	870	SH	absKehehFin	keheh-ar.fina			_gafBarCenter					7.0					
absGafInvertedStrokeMed	gafInvertedstroke-ar.medi	uni08B0.medi		AL	871	SH	absKafMed	kaf-ar.medi			_gafBarCenter					7.0					
absGafInvertedStrokeIni	gafInvertedstroke-ar.init	uni08B0.init		AL	872	SH	absKafIni	kaf-ar.init			_gafBarCenter					7.0					
absNg	ng-ar	uni06AD	06AD	AL	873	SHLM	absKaf	kaf-ar	_dot3u												
absNgFin	ng-ar.fina	uni06AD.fina		AL	874	SHLM	absKafFin	kaf-ar.fina	_dot3u												
absNgMed	ng-ar.medi	uni06AD.medi		AL	875	SHLM	absKafMed	kaf-ar.medi	_dot3u												
absNgIni	ng-ar.init	uni06AD.init		AL	876	SHLM	absKafIni	kaf-ar.init	_dot3u												
absNgoeh	ngoeh-ar	uni06B1	06B1	AL	877	SHL	absKeheh	keheh-ar	_gafBarShort_dot2h												
absNgoehFin	ngoeh-ar.fina	uni06B1.fina		AL	878	SHL	absKehehFin	keheh-ar.fina	_gafBar_dot2h												
absNgoehMed	ngoeh-ar.medi	uni06B1.medi		AL	879	SHL	absKafMed	kaf-ar.medi	_gafBar_dot2h												
absNgoehIni	ngoeh-ar.init	uni06B1.init		AL	880	SHL	absKafIni	kaf-ar.init	_gafBarShort_dot2h												
absGueh	gueh-ar	uni06B3	06B3	AL	881	SHL	absKeheh	keheh-ar	_gafBarShort	_dot2v											
absGuehFin	gueh-ar.fina	uni06B3.fina		AL	882	SHL	absKehehFin	keheh-ar.fina	_gafBar	_dot2v											
absGuehMed	gueh-ar.medi	uni06B3.medi		AL	883	SHL	absKafMed	kaf-ar.medi	_gafBar	_dot2v											
absGuehIni	gueh-ar.init	uni06B3.init		AL	884	SHL	absKafIni	kaf-ar.init	_gafBarShort	_dot2v											
absLam	lam-ar	uni0644	0644	AL	885	*															
absLamFin	lam-ar.fina	uni0644.fina		AL	886	*															
absLamMed	lam-ar.medi	uni0644.medi		AL	887	*															
absLamIni	lam-ar.init	uni0644.init		AL	888	*															
absLamMed.preAlef	lam-ar.preAlef.medi	uni0644.preAlef.medi		AL	889	*															
absLamIni.preAlef	lam-ar.preAlef.init	uni0644.preAlef.init		AL	890	*															
absLamSmallV	lamVabove-ar	uni06B5	06B5	AL	891	SHL	absLam	lam-ar	_smallV												
absLamSmallVFin	lamVabove-ar.fina	uni06B5.fina		AL	892	SHL	absLamFin	lam-ar.fina	_smallV												
absLamSmallVMed	lamVabove-ar.medi	uni06B5.medi		AL	893	SHL	absLamMed	lam-ar.medi	_smallV												
absLamSmallVIni	lamVabove-ar.init	uni06B5.init		AL	894	SHL	absLamIni	lam-ar.init	_smallV												
absLamSmallVMed.preAlef	lamVabove-ar.preAlef.medi	uni06B5.preAlef.medi		AL	895	SHL	absLamMed.preAlef	lam-ar.preAlef.medi	_smallV												
absLamSmallVIni.preAlef	lamVabove-ar.preAlef.init	uni06B5.preAlef.init		AL	896	SHL	absLamIni.preAlef	lam-ar.preAlef.init	_smallV												
absLamDotAbove	lamDotabove-ar	uni06B6	06B6	AL	897	SHL	absLam	lam-ar	_dot1												
absLamDotAboveFin	lamDotabove-ar.fina	uni06B6.fina		AL	898	SHL	absLamFin	lam-ar.fina	_dot1												
absLamDotAboveMed	lamDotabove-ar.medi	uni06B6.medi		AL	899	SHL	absLamMed	lam-ar.medi	_dot1												
absLamDotAboveIni	lamDotabove-ar.init	uni06B6.init		AL	900	SHL	absLamIni	lam-ar.init	_dot1												
absLamDotAboveMed.preAlef	lamDotabove-ar.preAlef.medi	uni06B6.preAlef.medi		AL	901	SHL	absLamMed.preAlef	lam-ar.preAlef.medi	_dot1												
absLamDotAboveIni.preAlef	lamDotabove-ar.preAlef.init	uni06B6.preAlef.init		AL	902	SHL	absLamIni.preAlef	lam-ar.preAlef.init	_dot1												
absLamThreeDotsAbove	lamThreedotsabove-ar	uni06B7	06B7	AL	903	SHL	absLam	lam-ar	_dot3u												
absLamThreeDotsAboveFin	lamThreedotsabove-ar.fina	uni06B7.fina		AL	904	SHL	absLamFin	lam-ar.fina	_dot3u												
absLamThreeDotsAboveMed	lamThreedotsabove-ar.medi	uni06B7.medi		AL	905	SHL	absLamMed	lam-ar.medi	_dot3u												
absLamThreeDotsAboveIni	lamThreedotsabove-ar.init	uni06B7.init		AL	906	SHL	absLamIni	lam-ar.init	_dot3u												
absLamThreeDotsAboveMed.preAlef	lamThreedotsabove-ar.preAlef.medi	uni06B7.preAlef.medi		AL	907	SHL	absLamMed.preAlef	lam-ar.preAlef.medi	_dot3u												
absLamThreeDotsAboveIni.preAlef	lamThreedotsabove-ar.preAlef.init	uni06B7.preAlef.init		AL	908	SHL	absLamIni.preAlef	lam-ar.preAlef.init	_dot3u												
absLamThreeDotsBelow	lamThreedotsbelow-ar	uni06B8	06B8	AL	909	SHL	absLam	lam-ar		_dot3d											
absLamThreeDotsBelowFin	lamThreedotsbelow-ar.fina	uni06B8.fina		AL	910	SHL	absLamFin	lam-ar.fina		_dot3d											
absLamThreeDotsBelowMed	lamThreedotsbelow-ar.medi	uni06B8.medi		AL	911	SHL	absLamMed	lam-ar.medi		_dot3d											
absLamThreeDotsBelowIni	lamThreedotsbelow-ar.init	uni06B8.init		AL	912	SHL	absLamIni	lam-ar.init		_dot3d											
absLamThreeDotsBelowMed.preAlef	lamThreedotsbelow-ar.preAlef.medi	uni06B8.preAlef.medi		AL	913	SHL	absLamMed.preAlef	lam-ar.preAlef.medi		_dot3d											
absLamThreeDotsBelowIni.preAlef	lamThreedotsbelow-ar.preAlef.init	uni06B8.preAlef.init		AL	914	SHL	absLamIni.preAlef	lam-ar.preAlef.init		_dot3d											
absLamBar	lamBar-ar	uni076A	076A	AL	915	SHL	absLam	lam-ar					_bar								
absLamBarFin	lamBar-ar.fina	uni076A.fina		AL	916	SHL	absLamFin	lam-ar.fina					_bar								
absLamBarMed	lamBar-ar.medi	uni076A.medi		AL	917	SHL	absLamMed	lam-ar.medi					_bar								
absLamBarIni	lamBar-ar.init	uni076A.init		AL	918	SHL	absLamIni	lam-ar.init					_bar								
absLamBarMed.preAlef	lamBar-ar.preAlef.medi	uni076A.preAlef.medi		AL	919	SHL	absLamMed.preAlef	lam-ar.preAlef.medi					_bar								
absLamBarIni.preAlef	lamBar-ar.preAlef.init	uni076A.preAlef.init		AL	920	SHL	absLamIni.preAlef	lam-ar.preAlef.init					_bar								
absLamDoubleBar	lamDoublebar-ar	uni08A6	08A6	AL	921	SH	absLam	lam-ar					_bar2			6.1					
absLamDoubleBarFin	lamDoublebar-ar.fina	uni08A6.fina		AL	922	SH	absLamFin	lam-ar.fina					_bar2			6.1					
absLamDoubleBarMed	lamDoublebar-ar.medi	uni08A6.medi		AL	923	SH	absLamMed	lam-ar.medi					_bar2			6.1					
absLamDoubleBarIni	lamDoublebar-ar.init	uni08A6.init		AL	924	SH	absLamIni	lam-ar.init					_bar2			6.1					
absLamDoubleBarMed.preAlef	lamDoublebar-ar.preAlef.medi	uni08A6.preAlef.medi		AL	925	SH	absLamMed.preAlef	lam-ar.preAlef.medi					_bar2			6.1					
absLamDoubleBarIni.preAlef	lamDoublebar-ar.preAlef.init	uni08A6.preAlef.init		AL	926	SH	absLamIni.preAlef	lam-ar.preAlef.init					_bar2			6.1					
absLamHamzaIni.preAlef	lam_hamza-ar.preAlef.init	uni06440654.preAlef.init	0644 0654	AL	927	H	absLamIni.preAlef	lam-ar.preAlef.init	_hamza												
absLamHamzaIni.preAlef.warsh	lam_hamza-ar.preAlef.warsh.init	uni06440654.preAlef.warsh.init		AL	928	H	absLamIni.preAlef	lam-ar.preAlef.init	_hamza								in Warsh these touch			"cv02=1,2"	
absMeem	meem-ar	uni0645	0645	AL	929	*															
absMeemFin	meem-ar.fina	uni0645.fina		AL	930	*															
absMeemMed	meem-ar.medi	uni0645.medi		AL	931	*															
absMeemIni	meem-ar.init	uni0645.init		AL	932	*															
absMeem.sindhi	meem-ar.sindhi	uni0645.sindhi		AL	933	SHL											Sindhi	sd	SND	cv44=1	
absMeemFin.sindhi	meem-ar.sindhi.fina	uni0645.sindhi.fina		AL	934	SHL											Sindhi				
absMeemDotAbove	meemDotabove-ar	uni0765	0765	AL	935	SHL	absMeem	meem-ar	_dot1												
absMeemDotAboveFin	meemDotabove-ar.fina	uni0765.fina		AL	936	SHL	absMeemFin	meem-ar.fina	_dot1												
absMeemDotAboveMed	meemDotabove-ar.medi	uni0765.medi		AL	937	SHL	absMeemMed	meem-ar.medi	_dot1												
absMeemDotAboveIni	meemDotabove-ar.init	uni0765.init		AL	938	SHL	absMeemIni	meem-ar.init	_dot1												
absMeemDotAbove.sindhi	meemDotabove-ar.sindhi	uni0765.sindhi		AL	939	SHL	absMeem.sindhi	meem-ar.sindhi	_dot1								Sindhi	sd	SND	cv44=1	
absMeemDotAboveFin.sindhi	meemDotabove-ar.sindhi.fina	uni0765.sindhi.fina		AL	940	SHL	absMeemFin.sindhi	meem-ar.sindhi.fina	_dot1								Sindhi				
absMeemDotBelow	meemDotbelow-ar	uni0766	0766	AL	941	SHL	absMeem	meem-ar		_dot1											
absMeemDotBelowFin	meemDotbelow-ar.fina	uni0766.fina		AL	942	SHL	absMeemFin	meem-ar.fina		_dot1											
absMeemDotBelowMed	meemDotbelow-ar.medi	uni0766.medi		AL	943	SHL	absMeemMed	meem-ar.medi		_dot1											
absMeemDotBelowIni	meemDotbelow-ar.init	uni0766.init		AL	944	SHL	absMeemIni	meem-ar.init		_dot1											
absMeemDotBelow.sindhi	meemDotbelow-ar.sindhi	uni0766.sindhi		AL	945	SHL	absMeem.sindhi	meem-ar.sindhi		_dot1							Sindhi	sd	SND	cv44=1	
absMeemDotBelowFin.sindhi	meemDotbelow-ar.sindhi.fina	uni0766.sindhi.fina		AL	946	SHL	absMeemFin.sindhi	meem-ar.sindhi.fina		_dot1							Sindhi				
absMeemThreeDotsAbove	meemThreedotsabove-ar	uni08A7	08A7	AL	947	SH	absMeem	meem-ar	_dot3u							6.1					
absMeemThreeDotsAboveFin	meemThreedotsabove-ar.fina	uni08A7.fina		AL	948	SH	absMeemFin	meem-ar.fina	_dot3u							6.1					
absMeemThreeDotsAboveMed	meemThreedotsabove-ar.medi	uni08A7.medi		AL	949	SH	absMeemMed	meem-ar.medi	_dot3u							6.1					
absMeemThreeDotsAboveIni	meemThreedotsabove-ar.init	uni08A7.init		AL	950	SH	absMeemIni	meem-ar.init	_dot3u							6.1					
absMeemThreeDotsAbove.sindhi	meemThreedotsabove-ar.sindhi	uni08A7.sindhi		AL	951	SH	absMeem.sindhi	meem-ar.sindhi	_dot3u								Sindhi	sd	SND	cv44=1	
absMeemThreeDotsAboveFin.sindhi	meemThreedotsabove-ar.sindhi.fina	uni08A7.sindhi.fina		AL	952	SH	absMeemFin.sindhi	meem-ar.sindhi.fina	_dot3u								Sindhi				
absNoon	noon-ar	uni0646	0646	AL	953	SHLM	absNoonGhunna	noonghunna-ar	_dot1												
absNoonFin	noon-ar.fina	uni0646.fina		AL	954	SHLM	absNoonGhunnaFin	noonghunna-ar.fina	_dot1												
absNoonMed	noon-ar.medi	uni0646.medi		AL	955	SHLM	absBehNoDotsMed	behDotless-ar.medi	_dot1												
absNoonIni	noon-ar.init	uni0646.init		AL	956	SHLM	absBehNoDotsIni	behDotless-ar.init	_dot1												
absNoonDotBelow	noonDotbelow-ar	uni06B9	06B9	AL	957	SHL	absNoonGhunna	noonghunna-ar	_dot1	_dot1											
absNoonDotBelowFin	noonDotbelow-ar.fina	uni06B9.fina		AL	958	SHL	absNoonGhunnaFin	noonghunna-ar.fina	_dot1	_dot1											
absNoonDotBelowMed	noonDotbelow-ar.medi	uni06B9.medi		AL	959	SHL	absBehNoDotsMed	behDotless-ar.medi	_dot1	_dot1											
absNoonDotBelowIni	noonDotbelow-ar.init	uni06B9.init		AL	960	SHL	absBehNoDotsIni	behDotless-ar.init	_dot1	_dot1											
absNoonGhunna	noonghunna-ar	uni06BA	06BA	AL	961	SHLM															
absNoonGhunnaFin	noonghunna-ar.fina	uni06BA.fina		AL	962	SHLM															
absNoonGhunnaMed	noonghunna-ar.medi	uni06BA.medi		AL	963	SHLM	absBehNoDotsMed	behDotless-ar.medi													
absNoonGhunnaIni	noonghunna-ar.init	uni06BA.init		AL	964	SHLM	absBehNoDotsIni	behDotless-ar.init													
absRnoon	rnoon-ar	uni06BB	06BB	AL	965	SHL	absNoonGhunna	noonghunna-ar	_tah												
absRnoonFin	rnoon-ar.fina	uni06BB.fina		AL	966	SHL	absNoonGhunnaFin	noonghunna-ar.fina	_tah												
absRnoonMed	rnoon-ar.medi	uni06BB.medi		AL	967	SHL	absBehNoDotsMed	behDotless-ar.medi	_tah												
absRnoonIni	rnoon-ar.init	uni06BB.init		AL	968	SHL	absBehNoDotsIni	behDotless-ar.init	_tah												
absNoonRing	noonRing-ar	uni06BC	06BC	AL	969	SHL	absNoonGhunna	noonghunna-ar	_dot1			_ring									
